unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
OCCC#CC#N,OCCCCCN,99.21108125,4,7.820196527
N=C1OCC1C#C,NC1OCC1CC,114.3912847,3,5.982100397
N=C1OCC1C#N,NC1OCC1CN,66.77259117,3,5.923776344
O=C1CCC1C#C,OC1CCC1CC,114.9820222,3,6.041584359
O=C1CCC1C#N,OC1CCC1CN,62.8308405,3,5.982100397
O=C1CNC1C#C,OC1CNC1CC,117.30734,3,5.982100397
O=C1CNC1C#N,OC1CNC1CN,62.77220433,3,5.923776344
O=C1COC1C#C,OC1COC1CC,121.0530533,3,5.924428301
O=C1COC1C#N,OC1COC1CN,71.41272483,3,5.867218028
O=C1NCC1C#C,OC1NCC1CC,98.79668983,3,5.982100397
O=C1NCC1C#N,OC1NCC1CN,42.0106255,3,5.923776344
O=C1OCC1C#C,OC1OCC1CC,98.703047,3,5.924428301
O=C1OCC1C#N,OC1OCC1CN,48.766037,3,5.867218028
C#CC1CC1C#N,CCC1CC1CN,98.46609562,4,8.135428661
C#CC1NC1C#C,CCC1NC1CC,148.4634921,4,8.135428661
C#CC1NC1C#N,CCC1NC1CN,109.4295273,4,8.054541817
C#CC1OC1C#N,CCC1OC1CN,111.2115854,4,7.976133862
N#CC1CC1C#N,NCC1CC1CN,65.21807638,4,8.054541817
N#CC1NC1C#N,NCC1NC1CN,72.08507163,4,7.97524758
N#CC1OC1C#N,NCC1OC1CN,72.94098463,4,7.898368459
O=CC1CC1C#C,OCC1CC1CC,114.5689435,3,6.041584359
O=CC1CC1C#N,OCC1CC1CN,59.35817917,3,5.982100397
O=CC1NC1C#C,OCC1NC1CC,120.30041,3,5.982100397
O=CC1NC1C#N,OCC1NC1CN,70.62945067,3,5.923776344
O=CC1OC1C#C,OCC1OC1CC,126.9936847,3,5.924428301
O=CC1OC1C#N,OCC1OC1CN,78.28278317,3,5.867218028
O=CN1CC1C#C,OCN1CC1CC,112.1491077,3,5.982100397
O=CN1CC1C#N,OCN1CC1CN,55.89251917,3,5.923776344
C#CC1=NCCO1,CCC1NCCO1,115.8099298,3,5.982100397
N#CC1=CCCC1,NCC1CCCC1,70.510428,3,6.101571496
N#CC1=CCOC1,NCC1CCOC1,77.04092167,3,5.982100397
N#CC1=NCCN1,NCC1NCCN1,62.19984533,3,5.981435685
N#CC1=NCCO1,NCC1NCCO1,65.7031375,3,5.923776344
C#CC1CN=CO1,CCC1CNCO1,115.9298277,3,5.982100397
N#CC1CC=CC1,NCC1CCCC1,73.30396,3,6.101571496
N#CC1CN=CN1,NCC1CNCN1,58.81470067,3,5.981435685
N#CC1CN=CO1,NCC1CNCO1,65.0572645,3,5.923776344
C#CC1COC=N1,CCC1COCN1,112.9446342,3,5.982100397
C#CC1OCC=C1,CCC1OCCC1,138.0776705,3,6.041584359
N#CC1CCC=C1,NCC1CCCC1,74.21413333,3,6.101571496
N#CC1CNC=N1,NCC1CNCN1,58.96260383,3,5.981435685
N#CC1NCC=C1,NCC1NCCC1,84.10701733,3,6.040906363
N#CC1OCC=C1,NCC1OCCC1,86.28880783,3,5.982100397
N=C(C#N)N1CC1,NC(CN)N1CC1,77.079429,3,5.981435685
O=C(C#C)C1CC1,OC(CC)C1CC1,114.5286858,3,6.041584359
O=C(C#C)C1CN1,OC(CC)C1CN1,116.78224,3,5.982100397
O=C(C#C)C1CO1,OC(CC)C1CO1,121.0898103,3,5.924428301
O=C(C#C)N1CC1,OC(CC)N1CC1,113.3550873,3,5.982100397
O=C(C#N)C1CC1,OC(CN)C1CC1,61.8173975,3,5.982100397
O=C(C#N)C1CN1,OC(CN)C1CN1,69.55037017,3,5.923776344
O=C(C#N)C1CO1,OC(CN)C1CO1,73.06153883,3,5.867218028
O=C(C#N)N1CC1,OC(CN)N1CC1,65.00125383,3,5.923776344
C#CC#CC1CN1,CCCCC1CN1,137.9004493,4,8.135428661
N#CC#CC1CC1,NCCCC1CC1,98.7581825,4,8.135428661
N#CC#CC1CN1,NCCCC1CN1,101.1257271,4,8.054541817
N#CC#CC1CO1,NCCCC1CO1,102.7719156,4,7.976133862
O=CC#CC1CN1,OCCCC1CN1,116.8907607,3,5.982100397
C#CC1=CC=NN1,CCC1CCNN1,82.70718825,4,8.054541817
C#CC1=CC=NO1,CCC1CCNO1,91.34245775,4,7.976133862
C#CC1=CN=NN1,CCC1CNNN1,76.88120375,4,7.97524758
C#CC1=CN=NO1,CCC1CNNO1,81.06099975,4,7.898368459
C#CC1=CNN=C1,CCC1CNNC1,78.171637,4,8.054541817
C#CC1=CNN=N1,CCC1CNNN1,77.24221,4,7.97524758
C#CC1=CON=C1,CCC1CONC1,89.39368037,4,7.976133862
C#CC1=CON=N1,CCC1CONN1,79.81585637,4,7.898368459
C#CC1=NC=NO1,CCC1NCNO1,84.27461175,4,7.898368459
C#CC1=NNC=C1,CCC1NNCC1,80.40003013,4,8.054541817
C#CC1=NNC=N1,CCC1NNCN1,75.65443888,4,7.97524758
C#CC1=NNN=C1,CCC1NNNC1,67.464848,4,7.97524758
C#CC1=NNN=N1,CCC1NNNN1,63.74910913,4,7.897499373
C#CC1=NOC=C1,CCC1NOCC1,90.747782,4,7.976133862
C#CC1=NOC=N1,CCC1NOCN1,83.12333,4,7.898368459
C#CC1=NON=C1,CCC1NONC1,81.03540113,4,7.898368459
C#CC1=NON=N1,CCC1NONN1,74.11655225,4,7.822104801
CC1=CN=CN=N1,CC1CNCNN1,45.11571683,3,5.981435685
CC1=CN=NC=N1,CC1CNNCN1,52.1293025,3,5.981435685
CC1=CN=NN=N1,CC1CNNNN1,57.38467833,3,5.92312453
CC1=NC=CN=N1,CC1NCCNN1,50.13217217,3,5.981435685
CC1=NC=NN=N1,CC1NCNNN1,38.68499217,3,5.92312453
N#CC1=CC=NN1,NCC1CCNN1,45.88455075,4,7.97524758
N#CC1=CC=NO1,NCC1CCNO1,57.82598113,4,7.898368459
N#CC1=CN=NO1,NCC1CNNO1,41.51374962,4,7.822104801
N#CC1=CNN=C1,NCC1CNNC1,41.49471475,4,7.97524758
N#CC1=CNN=N1,NCC1CNNN1,32.1282435,4,7.897499373
N#CC1=CON=C1,NCC1CONC1,50.98524087,4,7.898368459
N#CC1=CON=N1,NCC1CONN1,37.57287412,4,7.822104801
N#CC1=NC=NO1,NCC1NCNO1,45.94559362,4,7.822104801
N#CC1=NNC=C1,NCC1NNCC1,44.16550462,4,7.97524758
N#CC1=NNC=N1,NCC1NNCN1,38.91844287,4,7.897499373
N#CC1=NNN=C1,NCC1NNNC1,25.37348838,4,7.897499373
N#CC1=NOC=C1,NCC1NOCC1,54.736424,4,7.898368459
N#CC1=NOC=N1,NCC1NOCN1,46.33679313,4,7.822104801
N#CC1=NON=C1,NCC1NONC1,45.7965965,4,7.822104801
N#CC1=NON=N1,NCC1NONN1,42.47140075,4,7.747299806
N=C1C=CNN=N1,NC1CCNNN1,58.29747717,3,5.92312453
N=C1C=CON=C1,NC1CCONC1,72.55131667,3,5.923776344
N=C1C=CON=N1,NC1CCONN1,71.02415083,3,5.866578601
N=C1C=NNN=C1,NC1CNNNC1,47.789351,3,5.92312453
N=C1C=NNN=N1,NC1CNNNN1,48.351208,3,5.865939313
N=C1C=NOC=N1,NC1CNOCN1,52.05753883,3,5.866578601
N=C1C=NON=C1,NC1CNONC1,55.98703717,3,5.866578601
N=C1C=NON=N1,NC1CNONN1,59.43431867,3,5.810474854
N=C1N=CNN=N1,NC1NCNNN1,61.788517,3,5.865939313
N=C1N=NNN=N1,NC1NNNNN1,56.11831217,3,5.809847735
N=C1N=NON=N1,NC1NNONN1,49.22112367,3,5.755434015
N=C1NN=CC=C1,NC1NNCCC1,54.98934717,3,5.981435685
N=C1NN=CN=C1,NC1NNCNC1,54.22357633,3,5.92312453
N=C1NN=NC=C1,NC1NNNCC1,52.6123945,3,5.92312453
N=C1NN=NC=N1,NC1NNNCN1,55.19238583,3,5.865939313
N=C1ON=CC=C1,NC1ONCCC1,67.40271117,3,5.923776344
N=C1ON=CC=N1,NC1ONCCN1,76.7827475,3,5.866578601
N=C1ON=NC=C1,NC1ONNCC1,67.8560475,3,5.866578601
N=C1ON=NC=N1,NC1ONNCN1,74.5143155,3,5.810474854
NC1=CN=CN=N1,NC1CNCNN1,46.97982183,3,5.92312453
NC1=CN=NC=N1,NC1CNNCN1,41.37788,3,5.92312453
NC1=CN=NN=N1,NC1CNNNN1,38.027742,3,5.865939313
NC1=NC=CN=N1,NC1NCCNN1,36.52158017,3,5.92312453
NC1=NC=NN=N1,NC1NCNNN1,40.46595633,3,5.865939313
O=C1C=CNN=C1,OC1CCNNC1,41.3962585,3,5.923776344
O=C1C=CON=C1,OC1CCONC1,65.07914367,3,5.867218028
O=C1C=NOC=N1,OC1CNOCN1,48.5428695,3,5.81110211
O=C1C=NON=C1,OC1CNONC1,49.33402017,3,5.81110211
O=C1C=NON=N1,OC1CNONN1,55.807628,3,5.756049442
O=C1N=NON=N1,OC1NNONN1,55.9100225,3,5.702030091
O=C1NN=CC=C1,OC1NNCCC1,42.41670283,3,5.923776344
O=C1NN=CC=N1,OC1NNCCN1,38.54146483,3,5.866578601
O=C1NN=CN=C1,OC1NNCNC1,43.67081667,3,5.866578601
O=C1NN=NC=C1,OC1NNNCC1,33.7455515,3,5.866578601
O=C1NN=NC=N1,OC1NNNCN1,41.04269117,3,5.810474854
O=C1ON=CC=C1,OC1ONCCC1,56.18745033,3,5.867218028
O=C1ON=CC=N1,OC1ONCCN1,64.10858383,3,5.81110211
O=C1ON=CN=C1,OC1ONCNC1,48.10266067,3,5.81110211
O=C1ON=NC=C1,OC1ONNCC1,57.81000933,3,5.81110211
O=C1ON=NC=N1,OC1ONNCN1,59.56384333,3,5.756049442
O=CC1=CC=NN1,OCC1CCNN1,34.0186035,3,5.923776344
O=CC1=CC=NO1,OCC1CCNO1,54.4134875,3,5.867218028
O=CC1=CN=NO1,OCC1CNNO1,36.5128285,3,5.81110211
O=CC1=CNN=C1,OCC1CNNC1,33.81031383,3,5.923776344
O=CC1=CNN=N1,OCC1CNNN1,27.3970925,3,5.866578601
O=CC1=CON=C1,OCC1CONC1,45.88673867,3,5.867218028
O=CC1=CON=N1,OCC1CONN1,39.27660483,3,5.81110211
O=CC1=NC=NO1,OCC1NCNO1,41.5852945,3,5.81110211
O=CC1=NNC=C1,OCC1NNCC1,40.9184175,3,5.923776344
O=CC1=NNN=C1,OCC1NNNC1,17.47620317,3,5.866578601
O=CC1=NOC=C1,OCC1NOCC1,53.18300317,3,5.867218028
O=CC1=NOC=N1,OCC1NOCN1,39.0175555,3,5.81110211
O=CC1=NON=C1,OCC1NONC1,36.99504533,3,5.81110211
O=CC1=NON=N1,OCC1NONN1,27.66401833,3,5.756049442
O=CN1C=CC=N1,OCN1CCCN1,32.3277815,3,5.923776344
O=CN1C=CN=N1,OCN1CCNN1,25.94344067,3,5.866578601
O=CN1C=NC=N1,OCN1CNCN1,19.6833735,3,5.866578601
O=CN1C=NN=C1,OCN1CNNC1,26.29788317,3,5.866578601
O=CN1C=NN=N1,OCN1CNNN1,5.591439833,3,5.810474854
O=CN1N=CC=N1,OCN1NCCN1,19.72713183,3,5.866578601
O=CN1N=CN=N1,OCN1NCNN1,-0.846286167,3,5.810474854
O=CN1N=NN=N1,OCN1NNNN1,2.915180167,3,5.755434015
OC1=CN=CN=N1,OC1CNCNN1,48.7844155,3,5.866578601
OC1=CN=NC=N1,OC1CNNCN1,43.8484755,3,5.866578601
OC1=CN=NN=N1,OC1CNNNN1,46.56674317,3,5.810474854
OC1=NC=CN=N1,OC1NCCNN1,43.18247367,3,5.866578601
OC1=NC=NN=N1,OC1NCNNN1,43.65768917,3,5.810474854
CC(=NO)C#CC#C,CC(NO)CCCC,118.4531082,5,8.60540408
CC(=NO)C#CC#N,CC(NO)CCCN,90.9231654,5,8.532891379
CC(=NO)C#CC=O,CC(NO)CCCO,96.62758925,4,6.769910908
ON=C(CC#C)C#C,ONC(CCC)CC,124.7406556,5,8.60540408
ON=C(CC#N)C#C,ONC(CCN)CC,91.2566039,5,8.532891379
ON=C(CC=O)C#C,ONC(CCO)CC,97.85632325,4,6.769910908
CC#CC(=NO)C#C,CCCC(NO)CC,122.957416,5,8.60540408
CC(=NO)C(=NO)C#C,CC(NO)C(NO)CC,86.93752513,4,6.012131189
FC1=CC=CC=C1,FC1CCCCC1,66.59668267,3,5.923476592
FC1=CC=NC=C1,FC1CCNCC1,50.55575283,3,5.866284609
FC1=CN=CC=C1,FC1CNCCC1,54.4134875,3,5.866284609
FC1=CN=CC=N1,FC1CNCCN1,60.370747,3,5.810186459
FC1=CN=CN=C1,FC1CNCNC1,56.668792,3,5.810186459
FC1=NC=CC=C1,FC1NCCCC1,56.117437,3,5.866284609
FC1=NC=CC=N1,FC1NCCCN1,51.51143483,3,5.810186459
FC1=NC=CN=C1,FC1NCCNC1,60.36899667,3,5.810186459
FC1=NC=NC=C1,FC1NCNCC1,49.270133,3,5.810186459
FC1=NC=NC=N1,FC1NCNCN1,48.99358033,3,5.755151057
FC1=CN=CN=N1,FC1CNCNN1,56.35285683,3,5.755151057
FC1=CN=NC=N1,FC1CNNCN1,48.68114583,3,5.755151057
FC1=CN=NN=N1,FC1CNNNN1,66.46365733,3,5.701148487
FC1=NC=CN=N1,FC1NCCNN1,53.92601967,3,5.755151057
FC1=NC=NN=N1,FC1NCNNN1,57.51595333,3,5.701148487
O=C1NC(=CO1)C#C,OC1NC(CO1)CC,90.29488325,4,6.886462756
O=C1NC=C(N1)C#C,OC1NCC(N1)CC,75.7903085,4,6.944832099
O=C1NC=C(O1)C#C,OC1NCC(O1)CC,91.11338287,4,6.886462756
O=C1OC=C(O1)C#C,OC1OCC(O1)CC,100.9741045,4,6.829066391
O=C1OC=C(O1)C#N,OC1OCC(O1)CN,65.25352062,4,6.771979867
CC1=CC(=CN1)C#C,CC1CC(CN1)CC,93.32471025,4,7.127447153
CC1=CC(=CN1)C#N,CC1CC(CN1)CN,52.48505775,4,7.065285816
CC1=CC(=CO1)C#C,CC1CC(CO1)CC,102.8119545,4,7.06598138
CC1=CC(=CO1)C#N,CC1CC(CO1)CN,63.5817335,4,7.00488296
CC1=NC(=CN1)C#C,CC1NC(CN1)CC,83.75279363,4,7.065285816
CC1=NC(=CN1)C#N,CC1NC(CN1)CN,46.50154325,4,7.004199372
CC1=NC(=CO1)C#C,CC1NC(CO1)CC,95.38507138,4,7.00488296
CC1=NC(=CO1)C#N,CC1NC(CO1)CN,56.15091213,4,6.944832099
NC1=CC(=CN1)C#C,NC1CC(CN1)CC,95.70538237,4,7.065285816
NC1=CC(=CN1)C#N,NC1CC(CN1)CN,55.03048,4,7.004199372
NC1=CC(=CO1)C#C,NC1CC(CO1)CC,103.0646589,4,7.00488296
NC1=CC(=CO1)C#N,NC1CC(CO1)CN,65.85147825,4,6.944832099
NC1=NC(=CN1)C#C,NC1NC(CN1)CC,84.22735275,4,7.004199372
NC1=NC(=CN1)C#N,NC1NC(CN1)CN,45.77756163,4,6.94416018
NC1=NC(=CO1)C#C,NC1NC(CO1)CC,93.92923162,4,6.944832099
NC1=NC(=CO1)C#N,NC1NC(CO1)CN,56.96744263,4,6.885802084
OC1=CC(=CN1)C#C,OC1CC(CN1)CC,98.41292925,4,7.00488296
OC1=CC(=CN1)C#N,OC1CC(CN1)CN,59.27525713,4,6.944832099
OC1=NC(=CN1)C#C,OC1NC(CN1)CC,87.3057515,4,6.944832099
OC1=NC(=CN1)C#N,OC1NC(CN1)CN,48.24159337,4,6.885802084
CC1=CC=C(N1)C#C,CC1CCC(N1)CC,95.56688725,4,7.127447153
CC1=CC=C(N1)C#N,CC1CCC(N1)CN,54.76924275,4,7.065285816
CC1=CC=C(O1)C#C,CC1CCC(O1)CC,106.0551034,4,7.06598138
CC1=CC=C(O1)C#N,CC1CCC(O1)CN,67.55805325,4,7.00488296
CC1=CN=C(N1)C#C,CC1CNC(N1)CC,87.066831,4,7.065285816
CC1=CN=C(N1)C#N,CC1CNC(N1)CN,49.80114038,4,7.004199372
CC1=CN=C(O1)C#C,CC1CNC(O1)CC,96.32303125,4,7.00488296
CC1=CN=C(O1)C#N,CC1CNC(O1)CN,58.68714513,4,6.944832099
CC1=NC=C(N1)C#C,CC1NCC(N1)CC,84.93098675,4,7.065285816
CC1=NC=C(N1)C#N,CC1NCC(N1)CN,46.27115563,4,7.004199372
CC1=NC=C(O1)C#C,CC1NCC(O1)CC,94.586263,4,7.00488296
CC1=NC=C(O1)C#N,CC1NCC(O1)CN,57.15779138,4,6.944832099
NC1=CC=C(N1)C#C,NC1CCC(N1)CC,96.58886313,4,7.065285816
NC1=CC=C(N1)C#N,NC1CCC(N1)CN,58.88602675,4,7.004199372
NC1=CC=C(O1)C#C,NC1CCC(O1)CC,105.2569514,4,7.00488296
NC1=CC=C(O1)C#N,NC1CCC(O1)CN,71.130046,4,6.944832099
NC1=CN=C(N1)C#C,NC1CNC(N1)CC,90.217431,4,7.004199372
NC1=CN=C(N1)C#N,NC1CNC(N1)CN,50.97211337,4,6.94416018
NC1=CN=C(O1)C#C,NC1CNC(O1)CC,99.17432425,4,6.944832099
NC1=CN=C(O1)C#N,NC1CNC(O1)CN,65.19838513,4,6.885802084
NC1=NC=C(N1)C#N,NC1NCC(N1)CN,45.925246,4,6.94416018
NC1=NC=C(O1)C#C,NC1NCC(O1)CC,95.64040125,4,6.944832099
NC1=NC=C(O1)C#N,NC1NCC(O1)CN,53.491937,4,6.885802084
OC1=CC=C(N1)C#C,OC1CCC(N1)CC,100.1142532,4,7.00488296
OC1=CC=C(N1)C#N,OC1CCC(N1)CN,61.48724088,4,6.944832099
OC1=CN=C(N1)C#C,OC1CNC(N1)CC,94.84421838,4,6.944832099
OC1=NC=C(N1)C#C,OC1NCC(N1)CC,83.60182738,4,6.944832099
OC1=NC=C(N1)C#N,OC1NCC(N1)CN,49.95473213,4,6.885802084
OC1=NC=C(O1)C#C,OC1NCC(O1)CC,100.3853361,4,6.886462756
CC1=CNC(=C1)C#C,CC1CNC(C1)CC,94.208191,4,7.127447153
CC1=CNC(=C1)C#N,CC1CNC(C1)CN,55.954656,4,7.065285816
CC1=CNC(=N1)C#C,CC1CNC(N1)CC,86.51481963,4,7.065285816
CC1=CNC(=N1)C#N,CC1CNC(N1)CN,49.40797175,4,7.004199372
CC1=COC(=C1)C#C,CC1COC(C1)CC,105.4072613,4,7.06598138
CC1=COC(=C1)C#N,CC1COC(C1)CN,68.55246138,4,7.00488296
CC1=COC(=N1)C#C,CC1COC(N1)CC,96.40770363,4,7.00488296
CC1=COC(=N1)C#N,CC1COC(N1)CN,60.98117575,4,6.944832099
NC1=CNC(=C1)C#C,NC1CNC(C1)CC,96.97940625,4,7.065285816
NC1=CNC(=C1)C#N,NC1CNC(C1)CN,56.32813337,4,7.004199372
NC1=CNC(=N1)C#C,NC1CNC(N1)CC,87.43374463,4,7.004199372
NC1=CNC(=N1)C#N,NC1CNC(N1)CN,48.33217312,4,6.94416018
NC1=COC(=C1)C#C,NC1COC(C1)CC,106.548041,4,7.00488296
NC1=COC(=C1)C#N,NC1COC(C1)CN,68.8432355,4,6.944832099
NC1=COC(=N1)C#C,NC1COC(N1)CC,99.29444088,4,6.944832099
NC1=COC(=N1)C#N,NC1COC(N1)CN,62.4947765,4,6.885802084
OC1=CNC(=C1)C#C,OC1CNC(C1)CC,98.335477,4,7.00488296
OC1=CNC(=C1)C#N,OC1CNC(C1)CN,58.92212737,4,6.944832099
OC1=CNC(=N1)C#C,OC1CNC(N1)CC,89.60962775,4,6.944832099
OC1=CNC(=N1)C#N,OC1CNC(N1)CN,52.84409488,4,6.885802084
OC1=COC(=N1)C#C,OC1COC(N1)CC,100.8697409,4,6.886462756
OC1=COC(=N1)C#N,OC1COC(N1)CN,66.188855,4,6.828416686
CN1C=CC(=C1)C#C,CN1CCC(C1)CC,94.82452713,4,7.127447153
CN1C=CC(=C1)C#N,CN1CCC(C1)CN,53.88707475,4,7.065285816
CN1C=NC(=C1)C#C,CN1CNC(C1)CC,85.78689975,4,7.065285816
CN1C=NC(=C1)C#N,CN1CNC(C1)CN,45.52551363,4,7.004199372
N=C1C=CC=NC=N1,NC1CCCNCN1,-18.19602775,4,7.004199372
N=C1C=CN=CC=N1,NC1CCNCCN1,80.33307987,4,7.004199372
N=C1C=CN=CN=C1,NC1CCNCNC1,84.45642762,4,7.004199372
N=C1C=NC=CC=N1,NC1CNCCCN1,81.76135188,4,7.004199372
N=C1C=NC=CN=C1,NC1CNCCNC1,78.47553863,4,7.004199372
N=C1C=NC=NC=N1,NC1CNCNCN1,75.15165563,4,6.94416018
N=C1N=CC=CC=N1,NC1NCCCCN1,82.92444838,4,7.004199372
N=C1N=CC=NC=N1,NC1NCCNCN1,83.43248263,4,6.94416018
O=C1C=CC=CC=N1,OC1CCCCCN1,79.72396388,4,7.00488296
O=C1C=CC=CN=C1,OC1CCCCNC1,85.75867562,4,7.00488296
O=C1C=CC=NC=C1,OC1CCCNCC1,78.58252775,4,7.00488296
O=C1C=CC=NC=N1,OC1CCCNCN1,77.35116825,4,6.944832099
O=C1C=CN=CC=N1,OC1CCNCCN1,81.38656175,4,6.944832099
O=C1C=CN=CN=C1,OC1CCNCNC1,77.8802065,4,6.944832099
O=C1C=NC=CC=N1,OC1CNCCCN1,73.28689425,4,6.944832099
O=C1C=NC=CN=C1,OC1CNCCNC1,83.4410155,4,6.944832099
O=C1C=NC=NC=N1,OC1CNCNCN1,71.74506938,4,6.885802084
O=C1N=CC=CC=N1,OC1NCCCCN1,73.860566,4,6.944832099
O=C1N=CC=NC=N1,OC1NCCNCN1,78.35345287,4,6.885802084
C#CCC1=CC=CN1,CCCC1CCCN1,96.20028913,4,7.127447153
C#CCC1=CN=CN1,CCCC1CNCN1,85.27624,4,7.065285816
C#CCC1=CN=CO1,CCCC1CNCO1,97.295779,4,7.00488296
C#CCC1=NC=CN1,CCCC1NCCN1,84.31399425,4,7.065285816
C#CCC1=NC=CO1,CCCC1NCCO1,96.67091,4,7.00488296
N#CCC1=CC=CN1,NCCC1CCCN1,55.8365085,4,7.065285816
N#CCC1=CC=CO1,NCCC1CCCO1,65.55545312,4,7.00488296
N#CCC1=CN=CN1,NCCC1CNCN1,45.673198,4,7.004199372
N#CCC1=CN=CO1,NCCC1CNCO1,54.011786,4,6.944832099
N#CCC1=NC=CN1,NCCC1NCCN1,44.94396538,4,7.004199372
N#CCC1=NC=CO1,NCCC1NCCO1,58.99826688,4,6.944832099
C#CCC1=CNC=C1,CCCC1CNCC1,95.7808655,4,7.127447153
C#CCC1=CNC=N1,CCCC1CNCN1,83.56047575,4,7.065285816
C#CCC1=COC=C1,CCCC1COCC1,102.6596755,4,7.06598138
C#CCC1=COC=N1,CCCC1COCN1,90.14982438,4,7.00488296
N#CCC1=CNC=C1,NCCC1CNCC1,54.28418162,4,7.065285816
N#CCC1=CNC=N1,NCCC1CNCN1,42.43792563,4,7.004199372
N#CCC1=COC=C1,NCCC1COCC1,64.61749325,4,7.00488296
N#CCC1=COC=N1,NCCC1COCN1,53.80896612,4,6.944832099
C#CCN1C=CC=C1,CCCN1CCCC1,98.566521,4,7.127447153
C#CCN1C=CN=C1,CCCN1CCNC1,89.29391138,4,7.065285816
N#CCN1C=CC=C1,NCCN1CCCC1,61.27917,4,7.065285816
N#CCN1C=CN=C1,NCCN1CCNC1,47.6869565,4,7.004199372
CC#CC1=CC=CN1,CCCC1CCCN1,89.49410575,4,7.127447153
CC#CC1=CN=CO1,CCCC1CNCO1,91.535432,4,7.00488296
CC#CC1=NC=CN1,CCCC1NCCN1,81.20999688,4,7.065285816
CC#CC1=CNC=N1,CCCC1CNCN1,79.81979463,4,7.065285816
CC#CC1=COC=C1,CCCC1COCC1,95.85831775,4,7.06598138
CC#CC1=COC=N1,CCCC1COCN1,86.59621013,4,7.00488296
C#CC1=CC=NC=C1,CCC1CCNCC1,87.8066969,5,8.909308941
C#CC1=CN=CC=C1,CCC1CNCCC1,84.3011293,5,8.909308941
C#CC1=CN=CC=N1,CCC1CNCCN1,84.2034607,5,8.83160727
C#CC1=CN=CN=C1,CCC1CNCNC1,86.0948709,5,8.83160727
C#CC1=NC=CC=C1,CCC1NCCCC1,91.4088829,5,8.909308941
C#CC1=NC=CC=N1,CCC1NCCCN1,84.3090058,5,8.83160727
C#CC1=NC=CN=C1,CCC1NCCNC1,84.5447757,5,8.83160727
C#CC1=NC=NC=C1,CCC1NCNCC1,82.6675432,5,8.83160727
C#CC1=NC=NC=N1,CCC1NCNCN1,76.0418314,5,8.755249215
N#CC1=CC=CC=C1,NCC1CCCCC1,59.8645506,5,8.909308941
N#CC1=CC=NC=C1,NCC1CCNCC1,58.9608535,5,8.83160727
N#CC1=CN=CC=C1,NCC1CNCCC1,58.6825505,5,8.83160727
N#CC1=CN=CC=N1,NCC1CNCCN1,58.5034914,5,8.755249215
N#CC1=CN=CN=C1,NCC1CNCNC1,54.4376421,5,8.755249215
N#CC1=NC=CC=C1,NCC1NCCCC1,61.2933477,5,8.83160727
N#CC1=NC=CC=N1,NCC1NCCCN1,58.401622,5,8.755249215
N#CC1=NC=CN=C1,NCC1NCCNC1,54.9748194,5,8.755249215
N#CC1=NC=NC=C1,NCC1NCNCC1,52.1713105,5,8.755249215
N#CC1=NC=NC=N1,NCC1NCNCN1,55.3828221,5,8.680200225
O=CC1=CC=NC=C1,OCC1CCNCC1,55.90411513,4,7.00488296
O=CC1=CN=CC=C1,OCC1CNCCC1,58.23490275,4,7.00488296
O=CC1=CN=CC=N1,OCC1CNCCN1,50.69118487,4,6.944832099
O=CC1=CN=CN=C1,OCC1CNCNC1,46.44640775,4,6.944832099
O=CC1=NC=CC=C1,OCC1NCCCC1,48.71155787,4,7.00488296
O=CC1=NC=CC=N1,OCC1NCCCN1,51.48408588,4,6.944832099
O=CC1=NC=CN=C1,OCC1NCCNC1,50.44963888,4,6.944832099
O=CC1=NC=NC=C1,OCC1NCNCC1,56.40164738,4,6.944832099
O=CC1=NC=NC=N1,OCC1NCNCN1,47.148729,4,6.885802084
CC1=C(C=CN1)C#C,CC1C(CCN1)CC,90.89809188,4,7.127447153
CC1=C(C=CN1)C#N,CC1C(CCN1)CN,49.66723988,4,7.065285816
CC1=C(C=CO1)C#C,CC1C(CCO1)CC,102.3833416,4,7.06598138
CC1=C(C=CO1)C#N,CC1C(CCO1)CN,61.69268625,4,7.00488296
CC1=C(N=CN1)C#C,CC1C(NCN1)CC,84.79971175,4,7.065285816
CC1=C(N=CN1)C#N,CC1C(NCN1)CN,45.10543362,4,7.004199372
CC1=C(N=CO1)C#C,CC1C(NCO1)CC,92.78976463,4,7.00488296
CC1=C(N=CO1)C#N,CC1C(NCO1)CN,56.42396412,4,6.944832099
NC1=C(C=CN1)C#C,NC1C(CCN1)CC,93.8379955,4,7.065285816
NC1=C(C=CN1)C#N,NC1C(CCN1)CN,53.19656825,4,7.004199372
NC1=C(C=CO1)C#C,NC1C(CCO1)CC,102.6964325,4,7.00488296
NC1=C(C=CO1)C#N,NC1C(CCO1)CN,64.59189463,4,6.944832099
NC1=C(N=CN1)C#C,NC1C(NCN1)CC,85.649061,4,7.004199372
NC1=C(N=CN1)C#N,NC1C(NCN1)CN,42.78580437,4,6.94416018
NC1=C(N=CO1)C#C,NC1C(NCO1)CC,91.55249775,4,6.944832099
NC1=C(N=CO1)C#N,NC1C(NCO1)CN,56.17125975,4,6.885802084
OC1=C(C=CN1)C#C,OC1C(CCN1)CC,98.03945188,4,7.00488296
OC1=C(C=CN1)C#N,OC1C(CCN1)CN,57.55161637,4,6.944832099
OC1=C(N=CN1)C#C,OC1C(NCN1)CC,89.80391475,4,6.944832099
